timestamp,engine_base,engine_cand,secs,god1,god2,outcome,moves_g1,moves_g2
2026-07-12 12:09:35.066,v127,v128,0.5,Mortal,Mortal,split_god2,44,76
2026-07-12 12:09:50.669,v127,v128,0.5,Selene,Selene,split_god1,27,27
2026-07-12 12:09:59.210,v127,v128,0.5,Scylla,Scylla,split_god2,34,28
2026-07-12 12:10:02.297,v127,v128,0.5,Zeus,Zeus,split_god1,73,47
2026-07-12 12:10:28.291,v127,v128,0.5,Nike,Nike,split_god1,41,51
2026-07-12 12:10:32.887,v127,v128,0.5,Atlas,Atlas,split_god1,35,43
2026-07-12 12:10:36.132,v127,v128,0.5,Minotaur,Minotaur,split_god1,41,51
2026-07-12 12:10:44.608,v127,v128,0.5,ApolloV2,ApolloV2,cand_sweep,81,91
2026-07-12 12:10:47.102,v127,v128,0.5,Maenads,Maenads,base_sweep,15,26
2026-07-12 12:11:09.356,v127,v128,0.5,Limus,Limus,split_god2,52,48
2026-07-12 12:11:13.690,v127,v128,0.5,Charon,Charon,split_god1,37,57
2026-07-12 12:11:23.158,v127,v128,0.5,Asteria,Asteria,split_god1,44,53
2026-07-12 12:11:30.827,v127,v128,0.5,Polyphemus,Polyphemus,split_god1,19,21
2026-07-12 12:11:32.153,v127,v128,0.5,Iris,Iris,split_god2,62,50
2026-07-12 12:11:38.683,v127,v128,0.5,Poseidon,Poseidon,split_god1,21,21
2026-07-12 12:11:44.867,v127,v128,0.5,CharonV2,CharonV2,split_god2,44,44
2026-07-12 12:12:01.939,v127,v128,0.5,Demeter,Demeter,split_god1,23,21
2026-07-12 12:12:21.540,v127,v128,0.5,Stymphalians,Stymphalians,cand_sweep,63,51
2026-07-12 12:12:23.319,v127,v128,0.5,Artemis,Artemis,base_sweep,51,52
2026-07-12 12:12:24.344,v127,v128,0.5,Prometheus,Prometheus,split_god1,21,33
2026-07-12 12:12:34.616,v127,v128,0.5,Jason,Jason,split_god1,71,71
2026-07-12 12:13:05.788,v127,v128,0.5,Harpies,Harpies,split_god1,41,39
2026-07-12 12:13:09.491,v127,v128,0.5,Urania,Urania,split_god2,58,52
2026-07-12 12:13:11.082,v127,v128,0.5,Graeae,Graeae,split_god2,48,58
2026-07-12 12:13:26.684,v127,v128,0.5,Clio,Clio,split_god1,23,27
2026-07-12 12:13:30.090,v127,v128,0.5,Hera,Hera,split_god2,84,68
2026-07-12 12:13:43.394,v127,v128,0.5,Persephone,Persephone,split_god1,37,57
2026-07-12 12:14:04.511,v127,v128,0.5,Pegasus,Pegasus,cand_sweep,62,68
2026-07-12 12:14:06.439,v127,v128,0.5,Nemesis,Nemesis,base_sweep,43,40
2026-07-12 12:14:09.154,v127,v128,0.5,Achilles,Achilles,base_sweep,33,30
2026-07-12 12:14:09.695,v127,v128,0.5,Bellerophon,Bellerophon,base_sweep,27,68
2026-07-12 12:14:27.030,v127,v128,0.5,Hestia,Hestia,base_sweep,19,28
2026-07-12 12:14:30.955,v127,v128,0.5,Pan,Pan,base_sweep,41,30
2026-07-12 12:14:33.046,v127,v128,0.5,Europa,Europa,split_god1,29,27
2026-07-12 12:14:39.999,v127,v128,0.5,Hypnus,Hypnus,base_sweep,47,40
2026-07-12 12:14:57.563,v127,v128,0.5,Proteus,Proteus,split_god2,52,24
2026-07-12 12:15:05.668,v127,v128,0.5,Medusa,Medusa,split_god2,61,22
2026-07-12 12:15:08.418,v127,v128,0.5,Theseus,Theseus,split_god1,27,45
2026-07-12 12:15:12.483,v127,v128,0.5,Hydra,Hydra,base_sweep,39,52
2026-07-12 12:15:23.632,v127,v128,0.5,Hephaestus,Hephaestus,split_god1,17,23
2026-07-12 12:15:27.223,v127,v128,0.5,Eros,Eros,cand_sweep,36,41
2026-07-12 12:15:29.935,v127,v128,0.5,Castor,Castor,base_sweep,33,26
2026-07-12 12:15:57.784,v127,v128,0.5,Athena,Athena,base_sweep,45,66
2026-07-12 14:51:43.831,v127,v129,0.5,Morpheus,Morpheus,split_god1,31,33
2026-07-12 14:51:53.156,v127,v129,0.5,Mortal,Mortal,split_god2,54,40
2026-07-12 14:52:07.463,v127,v129,0.5,Hermes,Hermes,split_god1,63,53
2026-07-12 14:52:09.570,v127,v129,0.5,Maenads,Maenads,split_god2,24,18
2026-07-12 14:52:19.114,v127,v129,0.5,ApolloV2,ApolloV2,split_god1,69,79
2026-07-12 14:52:36.784,v127,v129,0.5,Aphrodite,Aphrodite,split_god1,58,63
2026-07-12 14:52:38.273,v127,v129,0.5,Selene,Selene,cand_sweep,34,39
2026-07-12 14:52:49.927,v127,v129,0.5,Scylla,Scylla,split_god1,37,31
2026-07-12 14:52:59.749,v127,v129,0.5,Zeus,Zeus,cand_sweep,68,61
2026-07-12 14:53:19.779,v127,v129,0.5,Nike,Nike,split_god1,63,43
2026-07-12 14:53:33.130,v127,v129,0.5,Stymphalians,Stymphalians,split_god1,57,75
2026-07-12 14:53:35.537,v127,v129,0.5,Artemis,Artemis,split_god1,51,57
2026-07-12 14:53:46.731,v127,v129,0.5,Minotaur,Minotaur,split_god1,47,63
2026-07-12 14:53:51.794,v127,v129,0.5,Atlas,Atlas,base_sweep,35,44
2026-07-12 14:54:04.237,v127,v129,0.5,Charon,Charon,split_god2,36,34
2026-07-12 14:54:25.607,v127,v129,0.5,Limus,Limus,cand_sweep,72,55
2026-07-12 14:54:34.158,v127,v129,0.5,Asteria,Asteria,base_sweep,48,50
2026-07-12 14:54:46.565,v127,v129,0.5,Pegasus,Pegasus,cand_sweep,82,65
2026-07-12 14:54:58.888,v127,v129,0.5,CharonV2,CharonV2,split_god1,51,31
2026-07-12 14:55:02.553,v127,v129,0.5,Polyphemus,Polyphemus,cand_sweep,52,23
2026-07-12 14:55:06.714,v127,v129,0.5,Iris,Iris,cand_sweep,66,81
2026-07-12 14:55:07.428,v127,v129,0.5,Poseidon,Poseidon,cand_sweep,14,9
2026-07-12 14:55:22.972,v127,v129,0.5,Nemesis,Nemesis,split_god1,33,45
2026-07-12 14:55:49.196,v127,v129,0.5,Achilles,Achilles,split_god1,49,51
2026-07-12 14:55:58.200,v127,v129,0.5,Bellerophon,Bellerophon,split_god1,67,61
2026-07-12 14:56:00.706,v127,v129,0.5,Jason,Jason,split_god1,67,61
2026-07-12 14:56:01.147,v127,v129,0.5,Demeter,Demeter,split_god1,19,15
2026-07-12 14:56:08.292,v127,v129,0.5,Pan,Pan,cand_sweep,38,71
2026-07-12 14:56:26.946,v127,v129,0.5,Graeae,Graeae,cand_sweep,48,13
2026-07-12 14:56:28.804,v127,v129,0.5,Prometheus,Prometheus,cand_sweep,46,29
2026-07-12 14:56:47.705,v127,v129,0.5,Urania,Urania,split_god2,50,58
2026-07-12 14:56:53.746,v127,v129,0.5,Harpies,Harpies,cand_sweep,26,35
2026-07-12 14:56:55.124,v127,v129,0.5,Hypnus,Hypnus,split_god2,40,34
2026-07-12 14:57:06.597,v127,v129,0.5,Persephone,Persephone,cand_sweep,30,23
2026-07-12 14:57:07.066,v127,v129,0.5,Clio,Clio,split_god1,15,21
2026-07-12 14:57:18.083,v127,v129,0.5,Hestia,Hestia,split_god2,36,28
2026-07-12 14:57:23.232,v127,v129,0.5,Hera,Hera,split_god2,90,87
2026-07-12 14:57:37.037,v127,v129,0.5,Europa,Europa,cand_sweep,40,27
2026-07-12 14:57:42.267,v127,v129,0.5,Proteus,Proteus,split_god2,26,22
2026-07-12 14:57:50.291,v127,v129,0.5,Eros,Eros,cand_sweep,50,33
2026-07-12 14:58:03.962,v127,v129,0.5,Hydra,Hydra,split_god2,60,68
2026-07-12 14:58:09.889,v127,v129,0.5,Castor,Castor,cand_sweep,32,33
2026-07-12 14:58:17.869,v127,v129,0.5,Medusa,Medusa,base_sweep,64,44
2026-07-12 14:58:27.094,v127,v129,0.5,Hephaestus,Hephaestus,split_god1,23,25
2026-07-12 14:58:27.624,v127,v129,0.5,Theseus,Theseus,base_sweep,55,38
2026-07-12 14:58:44.349,v127,v129,0.5,Athena,Athena,split_god1,55,45
2026-07-12 15:05:31.247,v129,v130,0.5,Morpheus,Morpheus,split_god1,23,21
2026-07-12 15:05:51.678,v129,v130,0.5,Hermes,Hermes,split_god1,51,37
2026-07-12 15:05:55.293,v129,v130,0.5,Mortal,Mortal,cand_sweep,56,45
2026-07-12 15:06:08.533,v129,v130,0.5,Selene,Selene,split_god1,39,53
2026-07-12 15:06:17.257,v129,v130,0.5,Zeus,Zeus,split_god2,74,85
2026-07-12 15:06:19.063,v129,v130,0.5,Atlas,Atlas,base_sweep,39,22
2026-07-12 15:06:42.913,v129,v130,0.5,Maenads,Maenads,split_god1,25,35
2026-07-12 15:06:46.223,v129,v130,0.5,ApolloV2,ApolloV2,cand_sweep,70,71
2026-07-12 15:06:59.473,v129,v130,0.5,Limus,Limus,cand_sweep,65,61
2026-07-12 15:07:13.751,v129,v130,0.5,Scylla,Scylla,split_god2,28,42
2026-07-12 15:07:17.934,v129,v130,0.5,Aphrodite,Aphrodite,split_god1,73,79
2026-07-12 15:07:32.156,v129,v130,0.5,Polyphemus,Polyphemus,split_god1,17,23
2026-07-12 15:07:37.855,v129,v130,0.5,Asteria,Asteria,split_god1,40,51
2026-07-12 15:07:42.453,v129,v130,0.5,Pegasus,Pegasus,cand_sweep,70,65
2026-07-12 15:07:49.003,v129,v130,0.5,Poseidon,Poseidon,split_god1,19,9
2026-07-12 15:08:10.652,v129,v130,0.5,Iris,Iris,cand_sweep,89,49
2026-07-12 15:08:11.265,v129,v130,0.5,Nike,Nike,cand_sweep,48,43
2026-07-12 15:08:32.404,v129,v130,0.5,Stymphalians,Stymphalians,split_god1,53,63
2026-07-12 15:08:34.958,v129,v130,0.5,Artemis,Artemis,base_sweep,71,42
2026-07-12 15:08:40.728,v129,v130,0.5,Pan,Pan,base_sweep,23,48
2026-07-12 15:08:44.834,v129,v130,0.5,Minotaur,Minotaur,cand_sweep,44,39
2026-07-12 15:08:50.142,v129,v130,0.5,Prometheus,Prometheus,cand_sweep,22,21
2026-07-12 15:09:09.502,v129,v130,0.5,Harpies,Harpies,cand_sweep,34,43
2026-07-12 15:09:16.635,v129,v130,0.5,Persephone,Persephone,split_god1,47,35
2026-07-12 15:09:16.960,v129,v130,0.5,Charon,Charon,base_sweep,27,38
2026-07-12 15:09:17.770,v129,v130,0.5,Graeae,Graeae,split_god2,32,64
2026-07-12 15:09:35.204,v129,v130,0.5,CharonV2,CharonV2,split_god1,33,29
2026-07-12 15:09:55.377,v129,v130,0.5,Nemesis,Nemesis,cand_sweep,30,49
2026-07-12 15:10:03.243,v129,v130,0.5,Achilles,Achilles,split_god1,49,23
2026-07-12 15:10:09.032,v129,v130,0.5,Jason,Jason,cand_sweep,42,75
2026-07-12 15:10:16.328,v129,v130,0.5,Bellerophon,Bellerophon,cand_sweep,70,71
2026-07-12 15:10:23.912,v129,v130,0.5,Demeter,Demeter,split_god2,36,32
2026-07-12 15:10:39.709,v129,v130,0.5,Hypnus,Hypnus,split_god1,28,35
2026-07-12 15:10:42.541,v129,v130,0.5,Hestia,Hestia,base_sweep,23,24
2026-07-12 15:11:00.796,v129,v130,0.5,Clio,Clio,split_god1,17,35
2026-07-12 15:11:10.043,v129,v130,0.5,Europa,Europa,split_god1,33,35
2026-07-12 15:11:10.680,v129,v130,0.5,Urania,Urania,base_sweep,75,83
2026-07-12 15:11:21.886,v129,v130,0.5,Hera,Hera,cand_sweep,82,90
2026-07-12 15:11:24.442,v129,v130,0.5,Eros,Eros,split_god1,31,31
2026-07-12 15:11:36.594,v129,v130,0.5,Hydra,Hydra,split_god2,30,32
2026-07-12 15:11:41.320,v129,v130,0.5,Medusa,Medusa,split_god2,26,58
2026-07-12 15:11:44.097,v129,v130,0.5,Castor,Castor,split_god1,35,21
2026-07-12 15:11:51.569,v129,v130,0.5,Proteus,Proteus,split_god2,22,16
2026-07-12 15:11:56.364,v129,v130,0.5,Hephaestus,Hephaestus,split_god1,17,19
2026-07-12 15:11:59.888,v129,v130,0.5,Theseus,Theseus,split_god2,42,44
2026-07-12 15:12:28.005,v129,v130,0.5,Athena,Athena,base_sweep,55,62
