god1,god2,nodes,plies_played,min_depth_reached,mean_depth_reached,final_eval,mean_eval,max_abs_eval,is_decisive,ended_early,evals,seconds
Mortal,Mortal,200000,8,4,7.625,40,-12.375,78,false,false,-34;-59;-42;-51;26;78;-57;40,1.203372
Mortal,Pan,200000,8,4,8.5,-1685,-1576.375,1685,false,false,-1586;-1594;-1584;-1542;-1555;-1514;-1551;-1685,1.2066252
Mortal,Hephaestus,200000,8,4,8.25,-3272,-2699.25,3272,false,false,-2681;-2543;-2571;-2481;-2558;-2698;-2790;-3272,1.2327917
Mortal,Artemis,200000,8,4,6.875,-2084,-2203.375,2323,false,false,-2323;-2228;-2253;-2232;-2221;-2172;-2114;-2084,1.349591
Mortal,Athena,200000,8,4,8.125,-2170,-2166.875,2262,false,false,-2262;-2234;-2204;-2088;-2162;-2095;-2120;-2170,1.1438286
Mortal,Minotaur,200000,8,3,7.625,-2435,-2342.25,2566,false,false,-2566;-2336;-2346;-2314;-2231;-2214;-2296;-2435,1.1497481
Mortal,Atlas,200000,8,3,7.0,-1681,-1811.0,1982,false,false,-1982;-1884;-1857;-1793;-1768;-1761;-1762;-1681,1.2474115
Mortal,Demeter,200000,8,4,7.125,-2599,-2240.125,2599,false,false,-2080;-1961;-2115;-2250;-2327;-2218;-2371;-2599,1.3979857
Mortal,Apollo,200000,8,3,6.25,-2696,-2776.375,2844,false,false,-2844;-2774;-2789;-2776;-2793;-2787;-2752;-2696,1.1810088
Mortal,Prometheus,200000,8,3,6.0,-2881,-2727.625,2881,false,false,-2510;-2572;-2578;-2759;-2759;-2881;-2881;-2881,1.5225301
Mortal,Urania,200000,8,5,7.375,-2697,-2486.25,2697,false,false,-2349;-2393;-2414;-2398;-2500;-2486;-2653;-2697,1.2061065
Mortal,Hermes,200000,8,3,5.375,-2274,-2313.25,2408,false,false,-2147;-2396;-2408;-2392;-2286;-2314;-2289;-2274,2.0309668
Mortal,Limus,200000,8,4,7.625,-2387,-2538.25,2715,false,false,-2675;-2715;-2592;-2504;-2495;-2477;-2461;-2387,2.0233634
Mortal,Hera,200000,8,3,6.25,-2000,-2073.75,2197,false,false,-2045;-2018;-2197;-1983;-2162;-2094;-2091;-2000,2.495533
Mortal,Hypnus,200000,8,3,7.75,-2800,-2852.625,2997,false,false,-2997;-2944;-2948;-2732;-2799;-2719;-2882;-2800,3.6736758
Mortal,Harpies,200000,8,4,9.0,-2563,-2497.75,2603,false,false,-2398;-2411;-2454;-2496;-2519;-2603;-2538;-2563,4.58011
Mortal,Aphrodite,200000,8,5,8.75,-2274,-2409.875,2604,false,false,-2604;-2464;-2474;-2384;-2396;-2388;-2295;-2274,4.238773
Mortal,Persephone,200000,8,5,10.25,-2224,-1923.5,2224,false,false,-1831;-1802;-1742;-1776;-2032;-1910;-2071;-2224,4.201713
Mortal,Hades,200000,8,5,8.125,-1088,-1111.375,1163,false,false,-1074;-1012;-1149;-1112;-1163;-1131;-1162;-1088,3.5807528
Mortal,Graeae,200000,8,3,6.375,-2017,-2063.0,2174,false,false,-2174;-2108;-2053;-2015;-2067;-2023;-2047;-2017,11.1417265
Mortal,Aeolus,200000,8,3,5.875,-2741,-2851.625,2999,false,false,-2850;-2999;-2944;-2785;-2875;-2789;-2830;-2741,4.984686
Mortal,Hestia,200000,8,4,7.0,-2489,-2466.875,2519,false,false,-2396;-2422;-2434;-2519;-2480;-2506;-2489;-2489,4.0689335
Mortal,Europa,200000,8,3,6.0,-2002,-1908.75,2002,false,false,-1887;-1851;-1845;-1936;-1960;-1849;-1940;-2002,3.8019876
Mortal,Bia,200000,8,4,7.625,-1660,-788.75,1669,false,false,1575;1514;-1508;-1469;-1565;-1528;-1669;-1660,3.2355402
Mortal,Maenads,200000,8,3,8.5,-2180,-1936.75,2180,false,false,-1918;-1849;-1943;-1875;-1893;-1940;-1896;-2180,2.5431156
Mortal,Clio,200000,8,4,7.625,-2248,-2165.625,2312,false,false,-1900;-1930;-2246;-2223;-2312;-2233;-2233;-2248,3.516586
Mortal,Zeus,200000,8,4,8.0,-2453,-2405.0,2491,false,false,-2491;-2429;-2392;-2357;-2361;-2359;-2398;-2453,3.2814598
Mortal,Morpheus,200000,8,3,7.25,-2648,-2541.375,2648,false,false,-2373;-2478;-2532;-2463;-2611;-2578;-2648;-2648,13.800976
Mortal,Eros,200000,8,4,8.875,-9988,-3484.5,9988,true,false,-2118;-2100;-2094;-2355;-2626;-3167;-3428;-9988,2.73568
Mortal,Ares,200000,8,3,6.125,-2361,-2411.125,2542,false,false,-2303;-2542;-2484;-2432;-2389;-2426;-2352;-2361,4.180027
Mortal,Selene,200000,8,3,6.875,-1994,-1793.875,1994,false,false,-1869;-1820;-1783;-1704;-1739;-1742;-1700;-1994,4.3625283
Mortal,Scylla,200000,8,3,5.625,-2555,-2661.375,2805,false,false,-2490;-2754;-2745;-2745;-2805;-2563;-2634;-2555,3.946053
Mortal,Hippolyta,200000,8,6,9.875,-1732,-1597.125,1732,false,false,-1608;-1514;-1528;-1565;-1630;-1553;-1647;-1732,4.111242
Mortal,Charon,200000,8,3,6.5,-3447,-3355.375,3661,false,false,-3258;-3661;-3535;-3104;-2998;-3229;-3611;-3447,3.6308289
Mortal,Pegasus,200000,8,5,7.5,-1717,-1659.75,1717,false,false,-1647;-1625;-1606;-1634;-1673;-1705;-1671;-1717,3.5448112
Mortal,Hydra,200000,8,2,6.25,-2333,-2156.0,2377,false,false,-1911;-2110;-2076;-2123;-2159;-2159;-2377;-2333,4.4761877
Mortal,Asteria,200000,8,3,6.5,-2549,-2382.5,2549,false,false,-2182;-2234;-2312;-2391;-2399;-2501;-2492;-2549,5.426909
Mortal,ApolloV2,200000,8,4,8.125,-1926,-2002.125,2124,false,false,-2124;-2054;-2048;-2060;-1960;-1918;-1927;-1926,3.575028
Mortal,Iris,200000,8,4,6.75,-2771,-2720.875,2777,false,false,-2671;-2600;-2777;-2717;-2723;-2754;-2754;-2771,2.5936499
Mortal,Medusa,200000,8,6,9.5,-1692,-1632.5,1747,false,false,-1490;-1489;-1668;-1658;-1639;-1677;-1747;-1692,3.4609969
Mortal,Proteus,200000,8,3,7.625,-2076,-1878.625,2076,false,false,-1787;-1779;-1702;-1736;-1925;-2040;-1984;-2076,10.3498125
Mortal,Castor,200000,8,3,6.75,-2217,-2115.625,2253,false,false,-2010;-1922;-2044;-2080;-2163;-2236;-2253;-2217,3.558656
Mortal,CharonV2,200000,8,3,6.375,-3222,-3106.5,3266,false,false,-3071;-2993;-3266;-2978;-3165;-3010;-3147;-3222,3.198243
Mortal,Nike,200000,8,4,8.75,-1453,-1479.0,1549,false,false,-1509;-1495;-1442;-1426;-1505;-1549;-1453;-1453,3.1750376
Mortal,Nemesis,200000,8,3,6.875,-1995,-1900.875,1995,false,false,-1934;-1851;-1855;-1838;-1919;-1896;-1919;-1995,3.3692565
Mortal,Bellerophon,200000,8,3,6.875,-2000,-1781.75,2000,false,false,-1651;-1615;-1772;-1692;-1821;-1773;-1930;-2000,2.9948156
Mortal,Chronus,200000,8,4,8.375,-966,-870.125,966,false,false,-752;-726;-890;-812;-966;-956;-893;-966,2.8860996
Mortal,Poseidon,200000,8,1,3.0,-9996,-6150.0,9996,true,false,-1803;-2255;-2582;-2582;-9993;-9994;-9995;-9996,6.699851
Mortal,Theseus,200000,8,4,7.0,-1432,-1598.625,1691,false,false,-1691;-1591;-1685;-1625;-1599;-1618;-1548;-1432,3.3328676
Mortal,Jason,200000,8,3,8.125,-2240,-2025.125,2240,false,false,-1925;-1987;-1991;-1951;-1977;-2037;-2093;-2240,3.5818188
Mortal,Achilles,200000,8,3,7.125,-9992,-2313.0,9992,true,false,-851;-1005;-1062;-1257;-1284;-1503;-1550;-9992,4.694536
Mortal,Chronus4T,200000,8,4,8.0,-1104,-851.75,1104,false,false,-752;-742;-675;-926;-659;-950;-1006;-1104,3.0985196
Mortal,Chronus3T,200000,8,4,9.25,-1076,-904.875,1076,false,false,-752;-732;-805;-843;-1008;-1023;-1000;-1076,2.8555462
Pan,Mortal,200000,8,5,8.5,1457,1710.875,1807,false,false,1796;1789;1771;1807;1807;1668;1592;1457,3.183992
Mortal,Stymphalians,200000,8,2,5.5,-61,-35.375,61,false,false,35;-32;-27;-26;-60;-52;-60;-61,9.382098
Mortal,Terpsichore,200000,8,3,5.25,-4409,-2792.25,4409,false,false,-1878;-2092;-2275;-2556;-2444;-3110;-3574;-4409,5.8060308
Pan,Pan,200000,8,5,8.75,129,89.75,131,false,false,55;77;81;131;122;75;48;129,3.5777845
Pan,Hephaestus,200000,8,4,9.375,-3800,-2266.25,3800,false,false,-1648;-1664;-1899;-1899;-2217;-2387;-2616;-3800,3.437567
Pan,Artemis,200000,8,3,7.75,-823,-1021.0,1248,false,false,-1248;-1162;-1087;-1112;-923;-854;-959;-823,3.5338075
Mortal,Polyphemus,200000,8,3,4.375,-754,-441.25,754,false,false,-122;-237;-343;-325;-529;-573;-647;-754,25.784506
Pan,Atlas,200000,8,3,6.875,-36,-35.25,129,false,false,-32;19;12;-15;-17;-84;-129;-36,3.2727618
Pan,Minotaur,200000,8,3,8.125,-1084,-1151.25,1460,false,false,-1460;-1183;-1225;-1080;-1091;-1044;-1043;-1084,2.9562485
Pan,Athena,200000,8,5,8.75,-1126,-1142.375,1372,false,false,-1372;-1224;-1113;-1065;-1083;-1062;-1094;-1126,3.1182833
Pan,Demeter,200000,8,3,7.25,-28,-307.375,553,false,false,-553;-490;-507;-456;-361;-15;-49;-28,3.204418
Pan,Apollo,200000,8,4,8.875,-1842,-1772.375,2042,false,false,-2042;-1867;-1673;-1597;-1656;-1745;-1757;-1842,3.067806
Pan,Prometheus,200000,8,3,8.125,-1469,-1357.25,1551,false,false,-1253;-1164;-1199;-1334;-1441;-1447;-1551;-1469,4.105778
Pan,Urania,200000,8,4,7.875,-509,-399.375,509,false,false,-392;-341;-344;-382;-407;-407;-413;-509,3.4409175
Pan,Hera,200000,8,3,7.75,-94,-478.625,662,false,false,-662;-604;-510;-594;-519;-438;-408;-94,3.2835166
Pan,Hermes,200000,8,3,5.0,-667,-679.75,779,false,false,-583;-730;-725;-690;-779;-649;-615;-667,7.622248
Pan,Limus,200000,8,4,8.375,-840,-868.75,1017,false,false,-1017;-974;-806;-754;-878;-869;-812;-840,3.342921
Pan,Hypnus,200000,8,4,9.75,-2734,-2368.5,2734,false,false,-2323;-2133;-2235;-2272;-2333;-2318;-2600;-2734,3.4039798
Pan,Harpies,200000,8,3,8.5,-1148,-1257.875,1398,false,false,-1398;-1311;-1325;-1288;-1176;-1256;-1161;-1148,3.5520992
Pan,Aphrodite,200000,8,5,9.375,-1510,-1365.625,1510,false,false,-1399;-1368;-1339;-1311;-1319;-1368;-1311;-1510,3.526064
Pan,Graeae,200000,8,3,6.375,-6,16.5,109,false,false,43;-90;-30;52;-10;64;109;-6,10.667331
Pan,Persephone,200000,8,5,9.875,337,387.0,501,false,false,298;428;308;501;425;425;374;337,3.1671436
Pan,Aeolus,200000,8,3,6.75,-1321,-1122.25,1321,false,false,-1264;-1160;-997;-991;-912;-1012;-1321;-1321,4.308879
Pan,Hestia,200000,8,5,9.125,-1411,-1105.0,1411,false,false,-887;-973;-1006;-973;-1045;-1183;-1362;-1411,3.7312222
Pan,Europa,200000,8,3,6.125,-334,-146.0,334,false,false,-125;-92;-99;-60;-49;-122;-287;-334,3.5936768
Pan,Bia,200000,8,5,8.75,21,-32.625,144,false,false,70;144;-75;-97;-97;-92;-135;21,3.487466
Pan,Maenads,200000,8,3,8.0,-858,-590.75,858,false,false,-647;-563;-558;-489;-581;-533;-497;-858,2.8637805
Pan,Clio,200000,8,4,8.375,-265,-14.5,300,false,false,300;220;112;-10;-24;-186;-263;-265,3.7030966
Pan,Zeus,200000,8,4,8.25,-367,-395.0,542,false,false,-267;-348;-423;-448;-462;-542;-303;-367,3.04454
Pan,Eros,200000,8,5,9.0,-2141,-1642.75,2141,false,false,-1276;-1337;-1404;-1404;-1755;-1684;-2141;-2141,2.4292636
Pan,Morpheus,200000,8,4,7.375,-1081,-989.75,1089,false,false,-895;-812;-1005;-1005;-1055;-976;-1089;-1081,12.61376
Pan,Ares,200000,8,3,6.5,-314,-404.625,482,false,false,-475;-441;-482;-346;-462;-354;-363;-314,3.8222113
Pan,Selene,200000,8,3,7.125,300,330.875,371,false,false,289;307;351;338;371;334;357;300,4.995176
Pan,Scylla,200000,8,3,7.375,-1648,-1791.125,2085,false,false,-2085;-1919;-1754;-1739;-1756;-1748;-1680;-1648,4.2300477
Pan,Hippolyta,200000,8,6,10.125,-658,-531.25,658,false,false,-539;-418;-491;-529;-532;-476;-607;-658,4.672014
Pan,Charon,200000,8,3,7.625,-1921,-2001.75,2343,false,false,-2343;-1979;-1960;-1906;-1889;-2008;-2008;-1921,4.0313044
Pan,Pegasus,200000,8,4,9.75,576,639.0,700,false,false,649;694;655;700;684;589;565;576,3.8886807
Pan,Hydra,200000,8,2,5.875,-615,-537.5,615,false,false,-533;-598;-565;-412;-404;-607;-566;-615,4.2660995
Pan,Asteria,200000,8,4,6.625,-252,-196.75,254,false,false,-254;-220;-224;-112;-169;-143;-200;-252,5.283328
Pan,ApolloV2,200000,8,3,8.25,-307,-316.625,372,false,false,-298;-214;-370;-351;-263;-358;-372;-307,3.2211022
Pan,Iris,200000,8,3,7.125,-405,-389.75,436,false,false,-336;-384;-380;-380;-379;-436;-418;-405,2.4984303
Pan,Medusa,200000,8,6,10.125,206,65.25,206,false,false,-62;-159;40;45;157;157;138;206,3.5096843
Pan,Castor,200000,8,3,7.0,-560,-439.625,560,false,false,-414;-403;-441;-425;-405;-409;-460;-560,3.786678
Pan,Proteus,200000,8,3,7.125,-302,-561.625,807,false,false,-807;-736;-638;-593;-523;-502;-392;-302,10.900963
Pan,CharonV2,200000,8,3,7.875,-1400,-1442.25,1618,false,false,-1618;-1528;-1428;-1384;-1384;-1381;-1415;-1400,3.2971668
Pan,Nike,200000,8,4,7.125,527,291.625,527,false,false,55;139;157;356;356;229;514;527,2.657608
Pan,Nemesis,200000,8,3,6.875,-864,-783.875,864,false,false,-699;-681;-763;-786;-850;-850;-778;-864,3.327172
Pan,Bellerophon,200000,8,4,7.875,-467,-490.75,518,false,false,-496;-515;-488;-518;-470;-480;-492;-467,2.780375
Pan,Chronus,200000,8,4,7.875,1045,1061.75,1151,false,false,913;1088;1151;1062;1065;1065;1105;1045,2.7264762
Pan,Poseidon,200000,8,1,3.0,-9996,-5794.0,9996,true,false,-891;-1290;-1463;-2730;-9993;-9994;-9995;-9996,5.6445656
Pan,Theseus,200000,8,5,8.25,745,843.5,984,false,false,984;886;847;894;801;804;787;745,3.1900377
Pan,Jason,200000,8,3,6.875,-334,-425.375,588,false,false,-577;-588;-448;-347;-380;-376;-353;-334,3.5296621
Pan,Achilles,200000,8,3,6.875,-312,134.875,397,false,false,376;397;196;185;150;26;61;-312,4.3686213
Pan,Chronus4T,200000,8,5,8.25,2219,1223.75,2219,false,false,991;919;863;913;854;1343;1688;2219,2.9151747
Pan,Chronus3T,200000,8,4,7.5,1104,1084.5,1171,false,false,913;1019;1171;1070;1145;1152;1102;1104,2.90955
Artemis,Mortal,200000,8,3,6.75,2284,2335.875,2427,false,false,2427;2404;2338;2347;2298;2312;2277;2284,3.5297308
Pan,Stymphalians,200000,8,2,6.125,316,398.75,464,false,false,413;354;405;464;436;366;436;316,9.331096
Pan,Terpsichore,200000,8,3,6.75,-3052,-1419.125,3052,false,false,-648;-706;-886;-901;-858;-1688;-2614;-3052,5.8920326
Artemis,Pan,200000,8,3,7.125,985,1042.125,1223,false,false,1223;1095;1089;1098;963;949;935;985,3.707512
Artemis,Artemis,200000,8,3,5.25,84,40.5,84,false,false,79;35;-10;51;4;23;58;84,4.295181
Artemis,Hephaestus,200000,8,3,6.25,-724,-756.75,834,false,false,-834;-809;-759;-746;-698;-742;-742;-724,4.2040043
Artemis,Atlas,200000,8,3,5.875,-400,-366.125,435,false,false,-273;-292;-435;-408;-319;-378;-424;-400,4.0570846
Pan,Polyphemus,200000,8,3,4.625,123,694.5,1099,false,false,1099;781;802;802;1027;498;424;123,28.355032
Artemis,Athena,200000,8,3,6.375,-28,5.875,35,false,false,22;31;14;35;-19;-10;2;-28,3.9321065
Artemis,Minotaur,200000,8,3,6.25,64,2.375,107,false,false,-104;-107;5;35;35;96;-5;64,3.8141792
Artemis,Apollo,200000,8,3,5.5,-1216,-1245.875,1331,false,false,-1219;-1262;-1242;-1220;-1254;-1223;-1331;-1216,4.134911
Artemis,Demeter,200000,8,3,6.125,1090,887.625,1090,false,false,882;902;791;890;813;863;870;1090,5.1547084
Artemis,Prometheus,200000,8,3,6.125,-379,-616.5,724,false,false,-704;-724;-712;-624;-626;-624;-539;-379,5.692907
Artemis,Urania,200000,8,3,5.625,148,170.875,257,false,false,208;222;178;166;9;257;179;148,4.4215755
Artemis,Hera,200000,8,3,5.625,-947,-886.0,947,false,false,-820;-840;-923;-832;-931;-863;-932;-947,4.265537
Artemis,Hermes,200000,8,3,4.625,306,252.125,345,false,false,194;157;231;249;345;260;275;306,11.448805
Artemis,Limus,200000,8,3,7.375,-101,-29.875,131,false,false,72;60;25;-81;-18;-65;-131;-101,3.7059805
Artemis,Hypnus,200000,8,3,5.625,347,214.875,347,false,false,206;150;107;220;134;327;228;347,3.6710048
Artemis,Graeae,200000,8,2,5.5,-443,-531.875,685,false,false,-560;-685;-609;-512;-550;-515;-381;-443,10.769692
Artemis,Aphrodite,200000,8,3,6.125,586,507.5,586,false,false,431;473;521;511;459;566;513;586,3.43361
Artemis,Harpies,200000,8,3,6.5,795,754.25,798,false,false,711;798;721;741;749;730;789;795,4.1618705
Artemis,Persephone,200000,8,3,7.625,-138,-246.625,375,false,false,-375;-346;-258;-274;-301;-200;-81;-138,3.6128929
Artemis,Hades,200000,8,3,5.75,681,738.625,801,false,false,731;801;703;751;763;746;733;681,3.417078
Artemis,Aeolus,200000,8,3,5.625,-847,-934.25,1021,false,false,-1001;-934;-953;-975;-1021;-880;-863;-847,5.3626294
Artemis,Hestia,200000,8,3,6.25,46,5.5,58,false,false,30;-50;-17;7;-58;35;51;46,4.6340623
Artemis,Europa,200000,8,3,5.625,71,252.875,549,false,false,549;377;303;301;155;156;111;71,4.535047
Artemis,Bia,200000,8,3,6.875,693,348.875,693,false,false,-2;-363;341;424;501;588;609;693,3.3110745
Artemis,Maenads,200000,8,2,6.125,575,561.125,602,false,false,583;602;571;600;558;506;494;575,2.2099824
Artemis,Clio,200000,8,3,6.0,509,578.5,665,false,false,665;549;503;547;537;654;664;509,3.513865
Artemis,Zeus,200000,8,3,6.75,490,565.25,703,false,false,602;703;588;667;559;489;424;490,3.4403243
Artemis,Eros,200000,8,4,7.25,-955,-813.375,955,false,false,-565;-720;-785;-866;-760;-901;-955;-955,2.676725
Artemis,Ares,200000,8,3,5.5,221,173.0,221,false,false,175;153;198;158;174;115;190;221,4.1641707
Artemis,Selene,200000,8,3,6.25,75,130.375,322,false,false,322;134;83;34;160;156;79;75,4.361987
Artemis,Hippolyta,200000,8,4,8.0,-83,-85.625,133,false,false,-76;-30;-91;-126;-133;-63;-83;-83,3.8401847
Artemis,Scylla,200000,8,3,6.25,-69,0.125,89,false,false,46;89;44;-18;-10;-49;-32;-69,3.902594
Artemis,Charon,200000,8,3,6.5,-1930,-1618.25,1930,false,false,-1878;-1653;-1517;-1511;-1385;-1398;-1674;-1930,3.6178114
Artemis,Pegasus,200000,8,3,6.375,1659,1624.5,1670,false,false,1611;1642;1566;1649;1606;1593;1670;1659,3.6397715
Artemis,Asteria,200000,8,3,6.125,35,52.75,93,false,false,67;50;49;13;73;42;93;35,4.501071
Artemis,Hydra,200000,8,2,6.125,-992,-917.625,992,false,false,-741;-940;-966;-855;-925;-930;-992;-992,4.512651
Artemis,Morpheus,200000,8,3,6.375,-1068,-968.0,1068,false,false,-881;-845;-925;-908;-1064;-985;-1068;-1068,25.77693
Artemis,Proteus,200000,8,2,6.0,-574,-507.125,623,false,false,-493;-623;-453;-437;-494;-522;-461;-574,9.665138
Artemis,ApolloV2,200000,8,3,5.625,-285,-351.5,391,false,false,-382;-379;-391;-347;-384;-321;-323;-285,3.5861714
Artemis,Iris,200000,8,3,5.75,837,868.5,925,false,false,885;925;887;877;856;868;813;837,2.7849457
Artemis,Medusa,200000,8,3,7.375,441,299.5,441,false,false,343;266;285;304;191;329;237;441,3.781501
Artemis,Castor,200000,8,3,6.25,-167,7.25,167,false,false,84;92;6;69;136;-28;-134;-167,4.153735
Artemis,CharonV2,200000,8,3,6.75,-225,-246.875,374,false,false,-374;-281;-265;-204;-229;-223;-174;-225,3.6132855
Artemis,Nike,200000,8,3,6.75,1041,1067.75,1129,false,false,1106;1095;1129;1071;1098;1023;979;1041,3.301215
Artemis,Nemesis,200000,8,3,5.875,1421,1490.875,1603,false,false,1603;1540;1572;1499;1407;1472;1413;1421,3.4713788
Artemis,Bellerophon,200000,8,3,6.125,119,251.875,377,false,false,377;320;259;293;261;212;174;119,3.273088
Artemis,Poseidon,200000,8,1,3.625,-9994,-3988.5,9994,true,false,-227;-444;-330;-525;-403;-9992;-9993;-9994,5.005977
Artemis,Chronus,200000,8,3,6.125,1279,1169.5,1279,false,false,1129;1140;1135;1216;1155;1151;1151;1279,3.3306391
Artemis,Theseus,200000,8,3,5.875,857,732.0,857,false,false,625;704;704;766;678;742;780;857,3.4069211
Artemis,Jason,200000,8,3,6.625,-387,-509.75,590,false,false,-521;-538;-568;-590;-494;-523;-457;-387,3.7356153
Artemis,Achilles,200000,8,3,6.625,586,610.125,844,false,false,844;569;730;699;464;472;517;586,4.390114
Artemis,Chronus4T,200000,8,3,5.875,1384,1170.0,1384,false,false,1124;1152;1155;1176;1092;1115;1162;1384,3.208273
Artemis,Chronus3T,200000,8,3,6.125,1172,1144.375,1183,false,false,1126;1146;1085;1183;1093;1174;1176;1172,3.136798
Artemis,Stymphalians,200000,8,2,5.625,1541,1674.375,1839,false,false,1839;1838;1688;1679;1607;1623;1580;1541,8.687162
Hephaestus,Mortal,200000,8,4,7.625,2466,2542.875,2755,false,false,2755;2641;2554;2503;2486;2472;2466;2466,2.9911776
Artemis,Terpsichore,200000,8,3,6.25,-1108,-487.625,1283,false,false,287;54;-152;-167;-521;-1011;-1283;-1108,6.656524
Hephaestus,Pan,200000,8,5,9.375,1689,1778.5,1898,false,false,1898;1851;1692;1722;1722;1854;1800;1689,3.16804
Hephaestus,Artemis,200000,8,3,6.75,937,855.625,1006,false,false,899;874;833;779;720;797;1006;937,3.4038527
Hephaestus,Hephaestus,200000,8,5,8.625,1025,529.625,1025,false,false,322;363;458;407;539;567;556;1025,3.206285
Hephaestus,Atlas,200000,8,3,7.125,1723,1689.625,1830,false,false,1764;1708;1623;1554;1604;1711;1830;1723,3.4238486
Hephaestus,Athena,200000,8,4,7.75,1135,483.875,1135,false,false,6;72;191;317;351;664;1135;1135,2.8274665
Hephaestus,Minotaur,200000,8,3,7.0,707,667.625,724,false,false,724;674;653;670;665;625;623;707,3.0303817
Artemis,Polyphemus,200000,8,2,4.125,1046,1120.5,1234,false,false,1160;1234;1180;1158;1046;1108;1032;1046,29.001764
Hephaestus,Demeter,200000,8,4,6.875,1267,1053.375,1267,false,false,808;941;1013;1024;1131;1131;1112;1267,3.4620912
Hephaestus,Apollo,200000,8,3,6.75,-541,-613.875,726,false,false,-726;-582;-576;-654;-553;-564;-715;-541,3.0978494
Hephaestus,Urania,200000,8,3,8.0,750,603.875,750,false,false,480;482;727;553;628;562;649;750,3.2349224
Hephaestus,Prometheus,200000,8,3,7.125,611,308.375,611,false,false,18;265;72;371;365;277;488;611,3.6780567
Hephaestus,Hera,200000,8,4,8.75,1690,841.0,1690,false,false,425;474;496;459;729;1091;1364;1690,3.030757
Hephaestus,Limus,200000,8,5,8.25,-419,-596.375,691,false,false,-691;-629;-636;-619;-581;-587;-609;-419,3.0539076
Hephaestus,Hermes,200000,8,3,4.75,808,946.875,1067,false,false,1027;926;1067;1033;941;965;808;808,7.3285685
Hephaestus,Hypnus,200000,8,3,8.625,-1184,-974.625,1187,false,false,-976;-810;-965;-797;-866;-1012;-1187;-1184,3.1649437
Hephaestus,Harpies,200000,8,4,8.875,170,-15.0,170,false,false,1;-49;-83;-75;41;41;-166;170,3.1668534
Hephaestus,Aphrodite,200000,8,4,8.125,-154,-121.625,193,false,false,10;-52;-136;-110;-147;-191;-193;-154,3.1842105
Hephaestus,Graeae,200000,8,3,7.125,722,746.625,810,false,false,747;810;706;782;754;647;805;722,9.428953
Hephaestus,Persephone,200000,8,5,9.5,3163,1996.0,3163,false,false,1532;1387;1645;1634;1871;1927;2809;3163,2.7639506
Hephaestus,Hades,200000,8,5,8.875,3019,2084.25,3019,false,false,1670;1652;1741;1760;1893;2421;2518;3019,3.0600016
Hephaestus,Aeolus,200000,8,3,6.125,-304,-289.375,372,false,false,-262;-268;-372;-348;-326;-248;-187;-304,4.335086
Hephaestus,Morpheus,200000,8,5,8.375,1786,1304.75,1786,false,false,1003;1247;961;1079;1283;1354;1725;1786,5.643822
Hephaestus,Hestia,200000,8,4,8.75,-161,123.375,421,false,false,137;52;52;421;162;162;162;-161,3.6047304
Hephaestus,Europa,200000,8,4,6.875,924,926.125,1124,false,false,998;903;768;796;961;935;1124;924,3.5018048
Hephaestus,Bia,200000,8,6,10.0,1679,668.625,1679,false,false,-650;-950;971;954;954;1177;1214;1679,2.8909407
Hephaestus,Maenads,200000,8,2,7.5,1359,978.375,1359,false,false,830;802;866;845;943;895;1287;1359,2.3691914
Hephaestus,Clio,200000,8,4,8.625,2550,1090.125,2550,false,false,878;819;787;764;920;1001;1002;2550,3.2337785
Hephaestus,Zeus,200000,8,4,8.125,689,687.0,833,false,false,788;833;667;661;663;510;685;689,3.2496603
Hephaestus,Ares,200000,8,5,7.25,97,287.125,467,false,false,460;467;422;315;320;181;35;97,4.011491
Hephaestus,Eros,200000,8,5,9.75,1170,700.875,1170,false,false,522;526;535;539;672;713;930;1170,3.0858815
Hephaestus,Selene,200000,8,3,8.125,1733,1775.5,1849,false,false,1775;1849;1728;1797;1687;1829;1806;1733,4.12754
Hephaestus,Hippolyta,200000,8,5,9.0,415,425.125,457,false,false,442;457;417;390;412;453;415;415,3.7277033
Hephaestus,Scylla,200000,8,4,6.5,-382,-428.75,483,false,false,-418;-483;-447;-437;-412;-453;-398;-382,3.7521286
Hephaestus,Charon,200000,8,3,6.75,-840,-925.125,1241,false,false,-1241;-1052;-882;-873;-885;-827;-801;-840,3.572863
Hephaestus,Pegasus,200000,8,4,8.25,1071,979.125,1078,false,false,774;824;1025;1012;993;1056;1078;1071,3.3098545
Hephaestus,Asteria,200000,8,4,7.375,1188,913.75,1188,false,false,630;775;876;812;905;988;1136;1188,4.02221
Hephaestus,Hydra,200000,8,2,7.375,362,526.5,696,false,false,696;511;517;541;520;550;515;362,3.8198385
Hephaestus,ApolloV2,200000,8,3,7.625,1003,845.25,1068,false,false,686;744;775;705;817;964;1068;1003,3.4178576
Hephaestus,Iris,200000,8,4,8.625,700,507.375,700,false,false,439;482;442;525;501;501;469;700,2.6320927
Hephaestus,Medusa,200000,8,6,9.875,1929,1424.625,1929,false,false,968;1044;1335;1359;1455;1641;1666;1929,3.3583193
Hephaestus,Proteus,200000,8,3,8.125,1064,959.25,1064,false,false,972;971;977;912;1002;914;862;1064,9.683626
Hephaestus,Castor,200000,8,4,7.5,974,698.5,974,false,false,671;576;631;493;769;701;773;974,3.6972218
Hephaestus,CharonV2,200000,8,3,7.875,-448,-257.0,448,false,false,-352;-283;-194;-152;-110;-110;-407;-448,3.2277622
