god1,god2,nodes,plies_played,min_depth_reached,mean_depth_reached,final_eval,mean_eval,max_abs_eval,is_decisive,ended_early,evals,seconds
Prometheus,Demeter,200000,8,4,6.5,986,871.25,1007,false,false,727;669;723;914;1007;958;986;986,8.398183
Prometheus,Apollo,200000,8,3,6.25,-1196,-1028.75,1196,false,false,-1150;-992;-920;-893;-1020;-1024;-1035;-1196,6.2220354
Prometheus,Prometheus,200000,8,4,7.375,1169,637.375,1169,false,false,250;153;438;509;683;766;1131;1169,8.10286
Prometheus,Urania,200000,8,4,6.25,1850,1730.5,1850,false,false,1686;1623;1732;1726;1700;1677;1850;1850,6.4326415
Prometheus,Hermes,200000,8,3,5.875,1179,1058.375,1230,false,false,1230;1095;863;870;1081;991;1158;1179,12.31191
Prometheus,Limus,200000,8,4,7.375,-1173,-1231.5,1330,false,false,-1218;-1330;-1226;-1249;-1228;-1228;-1200;-1173,4.9188347
Prometheus,Hera,200000,8,3,6.5,748,565.625,748,false,false,442;436;499;529;559;643;669;748,6.939944
Prometheus,Hypnus,200000,8,4,7.125,278,311.75,373,false,false,368;289;217;312;286;371;373;278,5.5364294
Prometheus,Harpies,200000,8,4,7.0,68,249.125,375,false,false,375;333;269;319;289;91;249;68,6.875925
Prometheus,Aphrodite,200000,8,3,6.5,534,535.875,584,false,false,573;584;499;501;561;550;485;534,6.284457
Prometheus,Graeae,200000,8,2,6.5,1434,1150.125,1434,false,false,873;873;1002;1136;1211;1349;1323;1434,16.730833
Prometheus,Persephone,200000,8,5,8.25,1914,1485.625,1914,false,false,1266;1196;1216;1580;1511;1526;1676;1914,6.098344
Prometheus,Hades,200000,8,4,6.625,2811,2737.5,2868,false,false,2868;2761;2778;2602;2645;2708;2727;2811,5.489717
Prometheus,Hestia,200000,8,4,6.875,1345,898.375,1345,false,false,518;696;626;907;907;1094;1094;1345,8.334272
Prometheus,Aeolus,200000,8,3,5.75,-65,123.75,238,false,false,238;194;200;230;150;108;-65;-65,10.209304
Prometheus,Europa,200000,8,3,5.875,1217,1118.25,1217,false,false,995;1098;1057;1098;1154;1120;1207;1217,8.21488
Prometheus,Bia,200000,8,5,8.75,1442,797.5,1442,false,false,-63;-916;1035;1123;1171;1266;1322;1442,6.066658
Prometheus,Maenads,200000,8,2,6.125,1259,1005.375,1317,false,false,889;892;867;903;902;1014;1317;1259,3.7468276
Prometheus,Clio,200000,8,3,6.375,1290,1136.75,1326,false,false,1326;1114;1101;1155;944;1073;1091;1290,6.354466
Prometheus,Eros,200000,8,5,9.25,727,603.625,727,false,false,397;718;483;575;643;643;643;727,5.352316
Prometheus,Zeus,200000,8,3,6.875,1833,1886.625,1996,false,false,1886;1911;1996;1912;1923;1824;1808;1833,6.6721153
Prometheus,Morpheus,200000,8,3,7.0,1374,1069.25,1374,false,false,1103;846;820;859;1104;1175;1273;1374,23.81489
Prometheus,Ares,200000,8,4,7.0,1846,2034.25,2240,false,false,2200;2193;2240;2096;1949;1904;1846;1846,8.279419
Prometheus,Hippolyta,200000,8,4,7.125,703,737.375,815,false,false,768;682;813;732;683;815;703;703,6.3406773
Prometheus,Selene,200000,8,3,6.5,2116,2079.875,2251,false,false,2251;2080;2049;2034;1990;1960;2159;2116,8.03765
Prometheus,Scylla,200000,8,3,6.0,-269,-376.0,568,false,false,-568;-410;-446;-399;-368;-297;-251;-269,7.8050165
Prometheus,Charon,200000,8,3,6.875,-925,-763.25,925,false,false,-903;-782;-725;-648;-533;-681;-909;-925,7.662895
Prometheus,Pegasus,200000,8,3,6.5,2327,2187.625,2327,false,false,2237;2073;2028;2236;2163;2179;2258;2327,6.304542
Prometheus,Asteria,200000,8,4,7.25,2146,1843.5,2146,false,false,1667;1722;1813;1817;1815;1815;1953;2146,9.367102
Prometheus,Hydra,200000,8,2,6.0,822,696.75,822,false,false,699;661;701;676;611;752;652;822,8.971581
Prometheus,ApolloV2,200000,8,3,6.75,834,628.125,834,false,false,629;550;588;571;505;643;705;834,6.4868245
Prometheus,Iris,200000,8,3,5.375,1488,1671.375,1789,false,false,1789;1706;1720;1778;1778;1561;1551;1488,3.6771507
Prometheus,Proteus,200000,8,2,6.625,1341,1194.125,1365,false,false,1023;1048;995;1220;1220;1365;1341;1341,16.416866
Prometheus,Medusa,200000,8,5,8.875,1462,1114.0,1462,false,false,850;922;861;1013;1072;1366;1366;1462,6.5774713
Prometheus,Castor,200000,8,4,7.625,1689,1385.75,1689,false,false,828;930;1204;1542;1558;1646;1689;1689,7.860566
Prometheus,CharonV2,200000,8,3,7.5,-850,-344.5,850,false,false,-399;-359;-300;-206;-248;-197;-197;-850,6.56892
Prometheus,Nike,200000,8,3,6.5,2405,2045.0,2581,false,false,1874;1789;1763;1794;2038;2116;2581;2405,6.8669705
Prometheus,Nemesis,200000,8,3,6.125,294,405.25,457,false,false,443;437;431;457;374;435;371;294,6.262083
Prometheus,Bellerophon,200000,8,3,6.875,988,877.625,988,false,false,844;855;782;886;859;933;874;988,4.5303187
Prometheus,Chronus,200000,8,3,6.625,1859,1329.875,1859,false,false,1198;1132;1212;1262;1301;1299;1376;1859,4.31798
Prometheus,Poseidon,200000,8,1,3.375,-9996,-4641.5,9996,true,false,-400;-848;-1742;-1862;-2295;-9994;-9995;-9996,9.770491
Prometheus,Theseus,200000,8,4,7.625,2015,2058.75,2169,false,false,2169;2031;2010;1980;2096;2089;2080;2015,4.450261
Prometheus,Jason,200000,8,3,7.0,1151,1117.875,1222,false,false,1127;968;1062;1130;1139;1144;1222;1151,4.668114
Prometheus,Achilles,200000,8,3,6.375,1716,1180.75,1716,false,false,1430;1064;859;939;1020;1209;1209;1716,6.496361
Prometheus,Chronus4T,200000,8,3,6.75,1787,1448.75,1787,false,false,1198;1122;1211;1259;1530;1696;1787;1787,3.8991942
Prometheus,Chronus3T,200000,8,3,7.5,1119,1132.125,1271,false,false,1198;1079;1098;1004;1211;1271;1077;1119,3.7212405
Prometheus,Stymphalians,200000,8,3,6.25,2006,2135.5,2338,false,false,2338;2289;2237;2138;2077;1993;2006;2006,10.339426
Urania,Mortal,200000,8,3,7.625,2706,2621.0,2735,false,false,2375;2573;2591;2603;2682;2703;2735;2706,3.0962818
Prometheus,Terpsichore,200000,8,3,6.5,-887,-308.0,1009,false,false,978;238;-8;-219;-670;-1009;-887;-887,6.5850005
Urania,Pan,200000,8,4,8.125,416,456.625,556,false,false,551;520;556;530;356;368;356;416,3.1760585
Urania,Artemis,200000,8,3,5.5,226,-17.0,226,false,false,-166;-190;-164;-60;40;141;37;226,3.5902727
Urania,Hephaestus,200000,8,4,7.75,-419,-418.5,472,false,false,-388;-404;-472;-364;-437;-445;-419;-419,3.3649523
Urania,Atlas,200000,8,3,5.875,627,778.875,1003,false,false,1003;941;749;896;762;800;453;627,3.5590615
Prometheus,Polyphemus,200000,8,2,4.375,1842,1857.875,2028,false,false,1710;1780;1949;1915;1797;2028;1842;1842,33.472534
Urania,Athena,200000,8,4,6.5,-474,-524.125,669,false,false,-669;-625;-499;-588;-411;-411;-516;-474,3.3380806
Urania,Minotaur,200000,8,4,6.75,497,318.25,497,false,false,-4;123;155;335;482;473;485;497,3.103638
Urania,Apollo,200000,8,3,6.25,225,-0.5,300,false,false,-300;-126;-198;48;-13;159;201;225,3.1777787
Urania,Demeter,200000,8,3,6.875,-427,-421.5,537,false,false,-537;-448;-378;-450;-296;-455;-381;-427,3.7722101
Urania,Urania,200000,8,3,6.5,-12,2.375,48,false,false,1;-1;19;48;10;-22;-24;-12,3.3049393
Urania,Prometheus,200000,8,3,6.375,-1192,-1166.875,1294,false,false,-1278;-1294;-1078;-1111;-1086;-1105;-1191;-1192,4.2957253
Urania,Hermes,200000,8,3,4.5,518,363.25,651,false,false,177;96;262;267;516;651;419;518,6.287168
Urania,Limus,200000,8,3,6.75,1200,906.25,1218,false,false,498;693;834;826;973;1008;1218;1200,2.8700864
Urania,Hera,200000,8,3,5.875,-965,-822.375,965,false,false,-670;-737;-804;-734;-892;-856;-921;-965,3.1261172
Urania,Hypnus,200000,8,4,7.625,-563,-637.75,858,false,false,-858;-684;-624;-579;-618;-579;-597;-563,3.1795182
Urania,Persephone,200000,8,5,8.375,1153,996.875,1188,false,false,857;944;911;955;925;1042;1188;1153,3.042732
Urania,Harpies,200000,8,4,6.625,547,422.875,573,false,false,241;393;237;382;520;490;573;547,3.518609
Urania,Graeae,200000,8,3,5.75,884,536.25,884,false,false,183;271;454;567;612;690;629;884,9.582281
Urania,Hades,200000,8,5,7.25,1371,1323.625,1392,false,false,1290;1283;1319;1295;1323;1392;1316;1371,3.129439
Urania,Hestia,200000,8,4,7.375,-857,-909.0,1064,false,false,-790;-1064;-907;-917;-960;-844;-933;-857,3.8448057
Urania,Aeolus,200000,8,3,5.875,-289,-320.375,456,false,false,-456;-437;-333;-266;-288;-225;-269;-289,4.2342186
Urania,Europa,200000,8,3,5.375,909,845.0,933,false,false,690;804;851;882;933;901;790;909,3.4836733
Urania,Bia,200000,8,4,6.5,-186,-113.5,444,false,false,389;414;-444;-316;-326;-263;-176;-186,3.060495
Urania,Clio,200000,8,4,7.625,2580,2237.5,2662,false,false,1725;2274;1863;2055;2276;2465;2662;2580,3.3844423
Urania,Maenads,200000,8,4,7.25,1653,1343.5,1653,false,false,987;1303;1435;1298;1280;1280;1512;1653,3.0033152
Urania,Eros,200000,8,4,8.375,-1410,-1343.75,1410,false,false,-1205;-1277;-1311;-1395;-1332;-1410;-1410;-1410,3.1513522
Urania,Zeus,200000,8,3,6.875,1339,1359.75,1481,false,false,1382;1395;1481;1348;1225;1402;1306;1339,3.9225588
Urania,Ares,200000,8,3,5.625,1549,1511.0,1686,false,false,1686;1663;1317;1557;1392;1499;1425;1549,5.3322067
Urania,Morpheus,200000,8,4,6.0,485,526.25,617,false,false,427;589;549;529;529;617;485;485,13.969399
Urania,Hippolyta,200000,8,4,8.0,424,284.375,424,false,false,158;183;167;335;405;343;260;424,4.9943686
Urania,Selene,200000,8,3,6.0,1049,1444.0,1751,false,false,1696;1751;1420;1550;1356;1481;1249;1049,5.9873543
Urania,Scylla,200000,8,3,6.75,1199,1011.375,1199,false,false,778;909;1010;978;1097;1122;998;1199,4.245026
Urania,Charon,200000,8,4,6.625,932,917.625,1130,false,false,723;813;848;956;1050;889;1130;932,4.517867
Urania,Pegasus,200000,8,4,8.5,2154,2095.75,2204,false,false,1888;2061;2094;2115;2115;2204;2135;2154,4.5121055
Urania,Asteria,200000,8,4,6.5,-51,-37.0,72,false,false,-15;-1;-72;-53;-58;-19;-27;-51,5.523364
Urania,Hydra,200000,8,2,5.5,-505,-332.0,505,false,false,-253;-340;-351;-109;-349;-311;-438;-505,4.788955
Urania,ApolloV2,200000,8,4,7.0,1282,1191.75,1406,false,false,854;1117;1018;1317;1270;1270;1406;1282,3.627859
Urania,Iris,200000,8,3,6.625,1337,1418.75,1682,false,false,1682;1453;1392;1474;1408;1302;1302;1337,3.1022177
Urania,Medusa,200000,8,4,8.125,1005,763.375,1005,false,false,575;700;806;790;687;783;761;1005,3.849899
Urania,Castor,200000,8,4,7.75,594,374.375,594,false,false,127;235;399;308;397;484;451;594,4.2173057
Urania,Proteus,200000,8,3,6.625,1090,1112.125,1255,false,false,901;1010;1130;1060;1236;1215;1255;1090,11.889842
Urania,CharonV2,200000,8,4,7.125,1420,1231.5,1420,false,false,933;1086;1306;1360;1255;1361;1131;1420,3.5956817
Urania,Nike,200000,8,4,6.625,1214,1135.125,1381,false,false,1136;973;998;1040;1187;1152;1381;1214,3.502338
Urania,Nemesis,200000,8,3,5.5,465,435.625,502,false,false,491;465;431;458;357;502;316;465,3.797533
Urania,Bellerophon,200000,8,4,6.875,991,954.125,1013,false,false,873;918;935;1005;957;941;1013;991,3.4916055
Urania,Chronus,200000,8,4,7.125,1239,1149.5,1279,false,false,876;1082;1181;1169;1231;1139;1279;1239,3.3646371
Urania,Poseidon,200000,8,1,3.125,-9996,-5430.25,9996,true,false,-413;-909;-1071;-1071;-9993;-9994;-9995;-9996,8.074238
Urania,Theseus,200000,8,4,6.625,1128,1041.75,1136,false,false,964;985;980;1046;1057;1038;1136;1128,3.2323587
Urania,Jason,200000,8,4,7.125,1427,1226.375,1427,false,false,975;1096;1191;1206;1275;1279;1362;1427,3.4995842
Urania,Chronus4T,200000,8,4,6.875,1165,1114.5,1202,false,false,871;1058;1192;1202;1187;1094;1147;1165,3.1999648
Urania,Achilles,200000,8,3,6.625,513,711.0,1229,false,false,1229;804;717;648;602;591;584;513,5.110892
Urania,Chronus3T,200000,8,4,8.375,1032,1023.375,1083,false,false,876;1056;1043;1083;978;1068;1051;1032,3.4173403
Urania,Stymphalians,200000,8,2,5.5,1549,1490.875,1575,false,false,1507;1483;1425;1465;1393;1575;1530;1549,8.707162
Urania,Terpsichore,200000,8,3,6.625,-557,-383.5,648,false,false,10;-59;-291;-423;-648;-648;-452;-557,7.187173
Graeae,Mortal,200000,8,2,6.875,2536,2278.625,2536,false,false,2234;2161;2066;2211;2269;2277;2475;2536,4.705519
Graeae,Pan,200000,8,2,6.875,191,134.75,231,false,false,90;64;190;164;231;97;51;191,4.6206083
Graeae,Artemis,200000,8,2,5.75,560,620.0,675,false,false,646;613;675;662;636;584;584;560,4.853008
Graeae,Hephaestus,200000,8,3,7.875,-921,-616.125,921,false,false,-525;-459;-478;-423;-623;-729;-771;-921,4.7513084
Graeae,Atlas,200000,8,2,5.5,823,815.75,937,false,false,937;837;807;807;735;822;758;823,4.7205143
Urania,Polyphemus,200000,8,3,4.5,2385,2361.0,2462,false,false,2462;2290;2349;2409;2409;2292;2292;2385,31.406328
Graeae,Athena,200000,8,2,6.125,261,312.625,387,false,false,387;276;311;331;331;320;284;261,5.7630696
Graeae,Minotaur,200000,8,3,6.75,-1320,-1414.25,1481,false,false,-1481;-1420;-1435;-1359;-1467;-1428;-1404;-1320,5.930215
Graeae,Apollo,200000,8,2,6.25,-2617,-2730.75,2853,false,false,-2853;-2797;-2785;-2780;-2703;-2664;-2647;-2617,5.8021674
Graeae,Demeter,200000,8,3,6.75,-284,-346.875,428,false,false,-278;-428;-361;-403;-357;-311;-353;-284,7.4459133
Graeae,Prometheus,200000,8,3,6.625,-1561,-1096.125,1568,false,false,-712;-779;-933;-1010;-1103;-1103;-1568;-1561,6.5429783
Graeae,Urania,200000,8,2,5.625,-398,-274.0,452,false,false,-14;-120;-222;-279;-359;-348;-452;-398,5.010223
Graeae,Hermes,200000,8,3,4.625,915,834.375,921,false,false,827;607;845;850;829;881;921;915,9.812827
Graeae,Hera,200000,8,2,6.125,-75,-8.75,75,false,false,22;23;14;-38;-2;-7;-7;-75,4.341446
Graeae,Limus,200000,8,3,7.0,603,594.625,643,false,false,643;628;630;594;607;538;514;603,4.614253
Graeae,Hypnus,200000,8,2,6.125,967,862.375,967,false,false,953;815;766;830;842;842;884;967,4.551101
Graeae,Harpies,200000,8,2,6.875,434,379.125,512,false,false,244;287;374;398;347;512;437;434,5.0905247
Graeae,Aphrodite,200000,8,2,5.75,613,639.25,747,false,false,747;640;625;640;625;605;619;613,4.8501153
Graeae,Persephone,200000,8,2,8.125,46,-0.5,143,false,false,4;-79;-143;6;60;60;42;46,4.7116103
Graeae,Hades,200000,8,2,6.25,1867,2157.125,2556,false,false,2556;2356;2158;2192;2166;2038;1924;1867,4.6342735
Graeae,Aeolus,200000,8,2,5.25,-144,-127.75,302,false,false,64;-159;-152;-74;-103;-152;-302;-144,6.960675
Graeae,Hestia,200000,8,3,7.625,392,383.75,697,false,false,697;310;321;316;359;359;316;392,6.558826
Graeae,Graeae,200000,8,1,4.875,-26,-65.5,95,false,false,-89;-32;-70;-60;-95;-87;-65;-26,27.37943
Graeae,Europa,200000,8,3,5.75,890,781.125,890,false,false,803;752;826;779;760;775;664;890,5.778879
Graeae,Bia,200000,8,2,6.75,23,-24.125,366,false,false,174;366;-274;-295;-150;-25;-12;23,5.2299285
Graeae,Maenads,200000,8,1,6.875,-690,-455.0,690,false,false,-228;-296;-444;-430;-484;-481;-587;-690,2.3553324
Graeae,Clio,200000,8,2,6.625,666,786.5,1032,false,false,1032;837;888;777;728;711;653;666,4.5300903
Graeae,Zeus,200000,8,2,7.0,1231,1297.875,1625,false,false,1625;1413;1298;1219;1212;1176;1209;1231,4.8906045
Graeae,Eros,200000,8,4,7.125,478,561.375,661,false,false,608;661;520;610;526;544;544;478,3.497206
Graeae,Ares,200000,8,3,6.25,732,942.875,1103,false,false,1085;1103;1051;980;909;909;774;732,5.8748484
Graeae,Morpheus,200000,8,3,6.625,-534,-493.375,581,false,false,-181;-454;-568;-553;-524;-552;-581;-534,23.747164
Graeae,Scylla,200000,8,2,5.5,-619,-674.0,724,false,false,-674;-724;-698;-703;-659;-653;-662;-619,5.0884314
Graeae,Hippolyta,200000,8,2,7.75,375,241.625,375,false,false,123;202;201;292;72;313;355;375,6.573918
Graeae,Selene,200000,8,2,6.125,1368,1284.875,1418,false,false,1418;1202;1186;1316;1245;1245;1299;1368,7.5011916
Graeae,Charon,200000,8,3,6.5,-2423,-2552.625,2733,false,false,-2733;-2600;-2619;-2506;-2605;-2512;-2423;-2423,5.208947
Graeae,Pegasus,200000,8,3,5.875,1482,1566.875,1845,false,false,1845;1760;1572;1484;1449;1499;1444;1482,4.59419
Graeae,Hydra,200000,8,2,5.625,-759,-677.5,834,false,false,-547;-686;-588;-481;-709;-816;-834;-759,5.9497175
Graeae,Asteria,200000,8,2,6.125,585,530.25,603,false,false,603;553;556;516;482;455;492;585,6.9466977
Graeae,ApolloV2,200000,8,2,5.5,-797,-676.125,797,false,false,-558;-625;-588;-664;-768;-631;-778;-797,5.187382
Graeae,Iris,200000,8,3,5.875,644,721.25,795,false,false,795;741;737;744;734;714;661;644,4.2637124
Graeae,Medusa,200000,8,2,7.375,-520,-484.125,663,false,false,-345;-427;-533;-387;-492;-506;-663;-520,4.747338
Graeae,Castor,200000,8,3,6.875,-31,54.0,339,false,false,339;212;22;24;-48;23;-109;-31,5.275762
Graeae,CharonV2,200000,8,3,7.0,-1122,-1290.125,1473,false,false,-1473;-1387;-1294;-1308;-1191;-1377;-1169;-1122,4.743722
Graeae,Nike,200000,8,3,6.625,1781,1697.75,1782,false,false,1595;1660;1705;1643;1718;1698;1782;1781,4.6580486
Graeae,Bellerophon,200000,8,2,6.375,882,681.375,882,false,false,731;501;656;565;587;695;834;882,4.1826377
Graeae,Poseidon,200000,8,1,3.125,-9996,-5199.75,9996,true,false,29;-295;-448;-906;-9993;-9994;-9995;-9996,8.010816
Graeae,Chronus,200000,8,2,5.75,880,945.125,1006,false,false,988;950;1006;971;950;957;859;880,4.384487
Graeae,Theseus,200000,8,2,6.0,1086,1238.875,1418,false,false,1418;1379;1302;1239;1153;1210;1124;1086,4.48131
Graeae,Proteus,200000,8,1,6.375,556,559.125,659,false,false,504;659;591;601;499;540;523;556,29.226337
Graeae,Jason,200000,8,3,6.25,552,549.375,612,false,false,582;612;544;505;522;519;559;552,5.0703197
Graeae,Achilles,200000,8,2,6.625,161,341.25,794,false,false,794;395;405;316;184;216;259;161,7.2334514
Graeae,Chronus4T,200000,8,2,5.875,930,996.875,1090,false,false,969;969;1075;1090;1005;953;984;930,4.4792533
Graeae,Polyphemus,200000,8,2,4.125,913,1174.375,1327,false,false,1327;1264;1183;1233;1207;1070;1198;913,26.393505
Graeae,Chronus3T,200000,8,2,6.25,831,888.0,982,false,false,982;978;914;916;849;820;814;831,4.582665
Hera,Mortal,200000,8,4,6.875,2074,2099.5,2253,false,false,2253;2065;2090;2146;2075;2071;2022;2074,3.4573913
Hera,Pan,200000,8,4,7.375,721,721.875,772,false,false,699;772;724;737;723;724;675;721,3.2171783
Graeae,Terpsichore,200000,8,2,6.25,-1198,-596.125,1198,false,false,524;73;-171;-719;-882;-1198;-1198;-1198,7.252665
Hera,Artemis,200000,8,4,5.625,1131,927.375,1131,false,false,884;849;828;906;860;1027;934;1131,3.613695
Hera,Hephaestus,200000,8,3,7.125,-402,-373.875,417,false,false,-395;-346;-332;-376;-417;-339;-384;-402,3.3382642
Hera,Atlas,200000,8,3,6.0,-667,-581.875,745,false,false,-418;-508;-554;-515;-646;-602;-745;-667,3.5543826
Hera,Athena,200000,8,4,7.0,-359,-336.75,401,false,false,-280;-302;-328;-309;-401;-322;-393;-359,3.304337
Hera,Minotaur,200000,8,3,6.125,-817,-786.375,836,false,false,-756;-753;-788;-723;-811;-836;-807;-817,3.0088773
Hera,Apollo,200000,8,3,5.375,-936,-1055.5,1182,false,false,-1009;-1182;-1176;-942;-1135;-953;-1111;-936,2.9566371
Hera,Demeter,200000,8,3,5.625,960,882.0,975,false,false,950;782;832;975;820;924;813;960,3.3868666
Hera,Urania,200000,8,3,5.875,591,711.25,810,false,false,716;676;714;810;709;737;737;591,2.8294132
Hera,Prometheus,200000,8,3,6.375,-516,-459.875,516,false,false,-462;-397;-354;-460;-482;-492;-516;-516,4.127113
Hera,Hera,200000,8,4,5.625,23,11.5,41,false,false,-3;29;9;17;0;41;-24;23,2.6546085
Hera,Hermes,200000,8,3,4.5,339,318.25,371,false,false,343;300;319;298;288;371;288;339,9.331312
Hera,Limus,200000,8,4,6.75,13,-48.75,87,false,false,-53;-42;-87;-56;-37;-47;-81;13,2.6807284
Hera,Hypnus,200000,8,4,7.125,-288,-155.375,288,false,false,-145;-55;-109;-105;-67;-186;-288;-288,3.009248
Graeae,Stymphalians,200000,8,2,4.875,1714,1984.5,2207,false,false,2207;2161;2147;2006;1880;1880;1881;1714,33.741005
Hera,Graeae,200000,8,3,5.375,210,66.375,210,false,false,-17;-20;-34;78;73;145;96;210,8.908375
Hera,Harpies,200000,8,3,7.25,-620,-550.75,623,false,false,-495;-486;-537;-537;-623;-533;-575;-620,2.984907
Hera,Aphrodite,200000,8,4,7.25,266,232.0,266,false,false,215;252;247;198;252;200;226;266,3.0624738
Hera,Persephone,200000,8,4,9.0,522,450.375,522,false,false,458;400;404;419;431;515;454;522,2.9551725
Hera,Hades,200000,8,4,8.125,913,1036.125,1177,false,false,1177;1114;1033;1045;998;1021;988;913,2.9230866
Hera,Hestia,200000,8,4,6.5,-1260,-1300.375,1348,false,false,-1258;-1346;-1247;-1332;-1314;-1348;-1298;-1260,3.4326117
Hera,Europa,200000,8,3,5.5,113,2.75,113,false,false,-71;72;17;17;-68;-18;-40;113,3.130564
Hera,Aeolus,200000,8,3,5.75,-1712,-1858.75,1988,false,false,-1864;-1988;-1957;-1752;-1958;-1714;-1925;-1712,4.266111
Hera,Maenads,200000,8,3,7.0,140,143.75,214,false,false,214;193;163;118;102;168;52;140,2.064112
Hera,Bia,200000,8,4,6.625,-115,-70.125,293,false,false,277;293;-286;-173;-227;-132;-198;-115,2.7802432
Hera,Clio,200000,8,5,9.0,482,550.875,735,false,false,735;656;602;522;542;428;440;482,3.1052108
Hera,Zeus,200000,8,4,8.375,528,337.5,528,false,false,329;290;263;306;229;414;341;528,2.9035027
Hera,Eros,200000,8,7,8.125,75,-25.0,81,false,false,7;-81;-81;-19;-58;-58;15;75,2.5916185
Hera,Ares,200000,8,3,5.5,-14,39.75,81,false,false,16;58;-12;54;54;81;81;-14,3.455567
Hera,Morpheus,200000,8,3,6.125,-1619,-1585.25,1643,false,false,-1475;-1621;-1489;-1612;-1643;-1643;-1580;-1619,13.079244
Hera,Selene,200000,8,3,6.5,-447,-289.25,447,false,false,-36;-124;-192;-318;-377;-438;-382;-447,3.8107586
Hera,Scylla,200000,8,3,5.875,-1311,-1478.875,1647,false,false,-1518;-1647;-1602;-1470;-1508;-1464;-1311;-1311,3.1664133
Hera,Hippolyta,200000,8,5,9.5,-823,-655.625,823,false,false,-550;-595;-638;-574;-741;-623;-701;-823,3.5794652
Hera,Charon,200000,8,3,6.625,-2453,-2621.375,2826,false,false,-2671;-2504;-2775;-2490;-2802;-2826;-2450;-2453,3.351524
Hera,Pegasus,200000,8,4,8.75,1654,1695.125,1882,false,false,1882;1665;1640;1608;1730;1708;1674;1654,3.388909
Hera,Asteria,200000,8,3,6.25,-246,-157.0,246,false,false,-75;-163;-57;-143;-177;-192;-203;-246,4.466343
Hera,Hydra,200000,8,2,5.625,-219,-129.5,219,false,false,-79;-172;-148;-14;-172;-64;-168;-219,4.2088494
Hera,ApolloV2,200000,8,3,6.5,-204,-166.625,204,false,false,-119;-131;-175;-196;-139;-204;-165;-204,4.3879967
Hera,Medusa,200000,8,5,8.75,-483,-500.0,741,false,false,-741;-679;-454;-401;-321;-417;-504;-483,5.7227106
Hera,Iris,200000,8,5,7.875,1903,1943.0,2036,false,false,2036;1985;1931;1933;1958;1900;1898;1903,6.133664
Hera,Castor,200000,8,3,7.375,-248,-158.875,339,false,false,-148;-117;-53;-86;-100;-180;-339;-248,7.3554316
Hera,Proteus,200000,8,3,6.75,97,67.625,107,false,false,99;107;14;10;55;62;97;97,15.1316
Hera,CharonV2,200000,8,3,6.625,-2116,-2327.75,2537,false,false,-2266;-2264;-2298;-2537;-2307;-2405;-2429;-2116,7.5077605
Hera,Nike,200000,8,4,7.375,293,398.375,487,false,false,285;449;461;416;487;415;381;293,6.5174093
Hera,Nemesis,200000,8,4,7.125,-288,-355.25,434,false,false,-396;-434;-344;-336;-287;-349;-408;-288,6.649602
Hera,Chronus,200000,8,4,7.5,490,257.0,490,false,false,87;126;225;136;237;425;330;490,3.0350251
Hera,Bellerophon,200000,8,4,7.5,956,1001.875,1083,false,false,1083;1047;936;1029;975;1022;967;956,3.5744483
Hera,Poseidon,200000,8,1,3.0,-9996,-5492.125,9996,true,false,-572;-922;-1164;-1301;-9993;-9994;-9995;-9996,9.6833935
Hera,Theseus,200000,8,4,7.25,674,697.125,803,false,false,770;803;668;658;670;688;646;674,3.5136502
Hera,Jason,200000,8,4,6.5,614,583.75,654,false,false,654;621;571;561;517;559;573;614,4.044584
Hera,Achilles,200000,8,3,6.75,150,444.375,754,false,false,754;617;537;527;467;288;215;150,5.1295104
Hera,Chronus4T,200000,8,4,7.5,193,196.75,361,false,false,64;36;209;167;219;361;325;193,3.5843272
Hera,Chronus3T,200000,8,4,7.125,140,153.5,214,false,false,87;144;214;153;198;117;175;140,4.485279
Hera,Terpsichore,200000,8,3,5.75,-1432,-581.625,1432,false,false,136;-82;-260;-499;-871;-745;-900;-1432,8.278534
Hera,Stymphalians,200000,8,3,7.125,1781,1842.75,2087,false,false,2087;1805;1863;1823;1823;1780;1780;1781,13.170564
Limus,Mortal,200000,8,3,7.5,2564,2716.25,2827,false,false,2795;2827;2825;2796;2758;2603;2562;2564,5.077385
Hera,Polyphemus,200000,8,3,4.875,1560,1509.875,1631,false,false,1602;1433;1477;1523;1523;1631;1330;1560,31.316668
Limus,Pan,200000,8,4,9.25,1529,1221.125,1529,false,false,1040;913;1034;1136;1319;1361;1437;1529,5.2496843
Limus,Artemis,200000,8,4,8.0,395,125.125,395,false,false,-40;21;59;40;136;195;195;395,5.0540056
Limus,Hephaestus,200000,8,5,9.75,1110,933.0,1110,false,false,825;786;905;902;967;1014;955;1110,5.035225
Limus,Atlas,200000,8,3,6.0,-219,-164.0,226,false,false,-133;-152;-142;-122;-143;-175;-226;-219,4.82424
Limus,Athena,200000,8,4,7.625,678,631.75,678,false,false,646;588;498;632;656;678;678;678,3.6855388
Limus,Minotaur,200000,8,4,8.625,547,368.0,561,false,false,81;207;305;283;541;419;561;547,3.4431162
Limus,Demeter,200000,8,3,7.75,1365,1427.375,1545,false,false,1460;1471;1545;1444;1447;1335;1352;1365,3.9192555
Limus,Apollo,200000,8,4,7.125,-840,-857.625,919,false,false,-825;-919;-861;-888;-827;-900;-801;-840,3.7298222
Limus,Prometheus,200000,8,3,7.5,1196,1234.25,1309,false,false,1309;1290;1278;1236;1239;1163;1163;1196,3.8467803
